MONTH,SALESFORCE_PROJECT_ID,PROJECT_ID,USER_ID,USER_TYPE,USER_POSITION,MODULE_NAME,ATTRIBUTES,INDUSTRIES,SESSIONS
2023-12-01,00157000025k4IKAAY,66752,3536760182123222910,customer,Others,Homepage,"[
  ""b2b""
]","[
  ""finance_insurance""
]",3
2023-01-01,001D000000qxlgbIAA,22176,14583409123050276979,customer,Analytics,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",2
2023-07-01,0012o00002aVlq0AAC,33568,11292692761147606176,customer,Content management,Log Visualizer,"[
  ""b2c"",
  ""pure_player""
]","[
  ""finance_insurance""
]",1
2023-07-01,00157000026Yg1OAAS,45136,8062467854090889893,customer,Technical / IT / Security,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-01-01,0015700001u7XmsAAE,3247,3547740059479639620,customer,Analytics,Homepage,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",6
2023-09-01,00157000025jUbvAAE,12928,8346731132733749563,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",2
2023-11-01,0015700002By5jRAAR,63744,4280301052004207545,customer,,Settings,"[
  ""b2c""
]","[
  ""finance_insurance""
]",5
2023-11-01,0015700002EVdsdAAD,45264,17089848205905436105,customer,Analytics,Goals & Key events,"[
  ""b2c""
]","[
  ""telecom""
]",1
2023-02-01,001D000001j28lUIAQ,37312,8039978096972228352,customer,Technical / IT / Security,Impact Quantification,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",3
2023-11-01,0015700001xOIhgAAG,43872,4607348195785575186,customer,Marketing,Journey Analysis,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",3
2023-04-01,0015700002IsJ5FAAV,40784,10779522570770123518,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""consumer_equipment""
]",1
2023-06-01,001D000000xmDJ0IAM,37264,10489023516204243463,customer,Data science,Segments,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",2
2023-02-01,0012o00002sYNE9AAO,17984,7905360179009597984,customer,Product management,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-11-01,0012o00002uPYxkAAG,58864,17360109009136025854,customer,Dev / IT / QA / Security,Journey Analysis,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-06-01,0012o00002tTy5hAAC,33424,6526507095881845790,customer,Product management,Zoning Analysis,,"[
  ""health_supplies""
]",3
2023-11-01,00157000020XsBpAAK,31120,7729584837859368008,customer,Technical / IT / Security,Session Replay,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",6
2023-11-01,00157000020YJoPAAW,56784,4850540485217250609,customer,,Homepage,,"[
  ""finance_insurance""
]",1
2023-11-01,00157000020YJoPAAW,56208,12391762719339367828,customer,Others,Impact Quantification,,"[
  ""finance_insurance""
]",1
2023-06-01,00157000020YJnBAAW,51632,17425903598303608443,customer,Technical / IT / Security,Mappings,,"[
  ""vehicle""
]",1
2023-11-01,001D000000qxlgbIAA,22176,2915824616156084512,customer,Analytics,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",11
2023-11-01,0015700002E7ACoAAN,34464,11781828032429547352,customer,Technical / IT / Security,Error Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",14
2023-12-01,0015700002G4DQhAAN,36896,3262085407420334863,customer,Technical / IT / Security,Homepage,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-07-01,0017T00000DjrXGQAZ,33536,6103605550428328639,customer,Analytics,Homepage,,"[
  ""consumer_equipment""
]",4
2023-09-01,0012o00002izOxrAAE,46944,16843801072323902211,customer,Optimisation / Performance,Zoning Analysis,"[
  ""b2c""
]","[
  ""entertainment""
]",1
2023-04-01,0017T0000054mjOQAQ,24976,16896429554210207537,customer,Technical / IT / Security,Page Comparator,"[
  ""affiliate""
]","[
  ""marketplace""
]",6
2023-10-01,001D000001LgtF0IAJ,4960,7548933413404754625,customer,Analytics,Homepage,,"[
  ""energy""
]",2
2023-02-01,0015700002By5jRAAR,4754,15739029056534277128,customer,Analytics,Segments,"[
  ""b2c""
]","[
  ""finance_insurance""
]",15
2023-01-01,001D0000017K5AYIA0,18304,4970711402929273674,customer,Merchandising,Homepage,,"[
  ""fashion""
]",4
2023-11-01,00157000020XsBpAAK,5029,15777024197264823816,customer,,Funnel,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-09-01,00157000026BvjVAAS,40576,17282808699564023813,customer,,Journey Analysis,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-08-01,001D000000sWJ8GIAW,16528,8182468471776032771,customer,Analytics,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce""
]","[
  ""food_supplies""
]",2
2023-11-01,0012o00002uPYxkAAG,58752,1241794891765341939,customer,,Log Visualizer,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",2
2023-08-01,0015700002G4DQhAAN,37712,3262085407420334863,customer,Technical / IT / Security,Error Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-04-01,0012o00002rewJIAAY,5339,17286338828739810025,customer,Product management,Homepage,"[
  ""b2b""
]","[
  ""personal_services""
]",3
2023-03-01,00157000020XsBpAAK,5029,1519729813437929208,customer,Others,Page Comparator,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-06-01,0015700001yNxwqAAC,2043,7724312525230529966,customer,Technical / IT / Security,Log Visualizer,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""lead_generation""
]","[
  ""vehicle""
]",4
2023-10-01,00157000027A7ewAAC,61664,16054829515042284835,customer,Top management,Mappings,"[
  ""b2c"",
  ""b2b""
]","[
  ""travel""
]",3
2023-05-01,00157000024ZPYuAAO,24096,13065467988466823484,customer,Marketing,Journey Analysis,"[
  ""b2c""
]","[
  ""industrial""
]",1
2023-06-01,001D000001WUTFSIA5,50464,10418849713329578130,customer,Analytics,Mappings,"[
  ""b2b"",
  ""b2c""
]","[
  ""finance_insurance""
]",3
2023-01-01,001D0000017K5AgIAK,3301,10134049666311388096,customer,,Segments,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-04-01,001D000001j28lUIAQ,37856,2611761762860172641,customer,UI / UX Design,Homepage,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",5
2023-08-01,00157000027AbEzAAK,57968,8241787438698334184,customer,Technical / IT / Security,Mappings,"[
  ""b2c""
]","[
  ""cosmetics""
]",3
2023-11-01,0015700001svWnvAAE,30112,16605573235066412991,customer,UI / UX Design,Workspace,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",5
2023-09-01,00157000026BvjVAAS,40576,4633626703695949497,customer,Product management,Log Visualizer,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-03-01,0015700001xOIhgAAG,43872,311907453113788624,customer,Marketing,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",1
2023-07-01,0012o00002sYNE9AAO,17984,16479138311632983603,customer,Merchandising,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-04-01,00157000023oFnEAAU,18224,4482895700426644830,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",12
2023-04-01,00157000023oFnEAAU,18256,17732786786086855544,customer,Analytics,Workspace,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-03-01,0012o00002JL7ziAAD,19168,2356906733104736684,customer,UI / UX Design,Homepage,"[
  ""b2c""
]","[
  ""travel""
]",2
2023-02-01,001D000000yodtjIAA,17408,16548061794202032646,customer,Analytics,Alerts,"[
  ""b2c"",
  ""brick_mortar"",
  ""lead_generation"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""vehicle""
]",3
2023-10-01,0012o00002iOpoMAAS,61184,3157631003957794384,customer,,Impact Quantification,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-02-01,001D0000017K5AYIA0,18304,1597918793743705897,customer,Analytics,Journey Analysis,,"[
  ""fashion""
]",2
2023-11-01,00157000020XsBpAAK,5051,17864741604666328996,customer,Others,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-08-01,001D000000wpXSdIAM,5763,8744809107263151906,customer,Product management,Zoning Analysis,"[
  ""b2b"",
  ""multi_country"",
  ""multi_domain"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""personal_services""
]",1
2023-01-01,001D000000vhmNjIAI,18704,6865300311900075702,customer,Product management,Goals & Key events,"[
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-06-01,0015700001yNxwqAAC,2041,198572562415084076,customer,Product management,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""lead_generation""
]","[
  ""vehicle""
]",2
2023-05-01,0012o00002izOxrAAE,46944,2184432670705053586,customer,Technical / IT / Security,Page Comparator,"[
  ""b2c""
]","[
  ""entertainment""
]",3
2023-09-01,00157000021SdS3AAK,5303,18052797503621560260,customer,Data science,Homepage,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",2
2023-03-01,0017T0000054mjOQAQ,24976,15396202149068059923,customer,Product management,Homepage,"[
  ""affiliate""
]","[
  ""marketplace""
]",6
2023-03-01,0015700002By6IxAAJ,44640,15450271193586940166,customer,Product management,Workspace,,"[
  ""travel""
]",2
2023-03-01,0015700002G4DQhAAN,36896,16677351079875019259,customer,Technical / IT / Security,Impact Quantification,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-11-01,0015700002By6IxAAJ,44640,15450271193586940166,customer,Product management,Workspace,,"[
  ""travel""
]",6
2023-01-01,001D000001UZQ8hIAH,36048,16262889235071479446,customer,Optimisation / Performance,Mappings,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",1
2023-02-01,001D000000viZaqIAE,972,18179968927035795911,customer,Product management,Homepage,"[
  ""e_commerce"",
  ""pure_player"",
  ""b2b2c""
]","[
  ""marketplace""
]",2
2023-12-01,0012o000036GOnAAAW,11088,1871346921816711967,customer,Marketing,Mappings,,"[
  ""food_supplies""
]",1
2023-02-01,00157000021SQ9xAAG,5720,6313905840154289228,customer,Acquisition,Homepage,"[
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-01-01,0017T0000054mjOQAQ,24976,1832820873003522288,customer,Data science,Zoning Analysis,"[
  ""affiliate""
]","[
  ""marketplace""
]",2
2023-07-01,001D000000qyDA7IAM,4964,11056827072935472162,customer,Analytics,Zoning Analysis,,"[
  ""entertainment""
]",2
2023-03-01,0015700002E7ACoAAN,34448,9273890930382105254,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",1
2023-02-01,001D000000vhmNjIAI,18704,7076435793410026529,customer,Analytics,Zoning Analysis,"[
  ""e_commerce""
]","[
  ""fashion""
]",7
2023-02-01,00157000023oFnEAAU,18256,3106101606042863046,customer,Technical / IT / Security,Log Visualizer,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",4
2023-04-01,0015700002G4DQhAAN,37712,3262085407420334863,customer,Technical / IT / Security,Page Comparator,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-09-01,00157000020YJnBAAW,53696,6975573893898953166,customer,Technical / IT / Security,Page Comparator,,"[
  ""vehicle""
]",1
2023-05-01,00157000027gXr7AAE,46128,7626067560603750691,customer,Product management,Journey Analysis,,"[
  ""entertainment""
]",4
2023-07-01,00157000020YJnBAAW,53696,8334742545126522255,customer,Analytics,Journey Analysis,,"[
  ""vehicle""
]",1
2023-05-01,00157000021SdS3AAK,5303,5146475354210471623,customer,UI / UX Design,Session Replay,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",5
2023-08-01,001D000001WUTfTIAX,1287,5082527881047207429,customer,Analytics,Workspace,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",1
2023-10-01,0015700002IsJ5FAAV,40784,9591942858837068735,customer,Others,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""consumer_equipment""
]",4
2023-03-01,001D0000010w8ETIAY,4233,5101028388234990893,customer,Analytics,Workspace,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-02-01,001D000000ymwoVIAQ,32560,13627229070642550377,customer,Technical / IT / Security,Journey Analysis,"[
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""consumer_equipment""
]",4
2023-09-01,001D000001es1s2IAA,16480,340728225386134593,customer,Analytics,Homepage,"[
  ""b2c"",
  ""b2b"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",3
2023-08-01,001D0000010w8ETIAY,3454,18207771466140052806,customer,Product management,Journey Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-10-01,0012o00002sYNE9AAO,17984,4879983418268925447,customer,Content management,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-04-01,001D000001j28lUIAQ,37856,17097026930993181779,customer,Top management,Mappings,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",2
2023-09-01,00157000023oFnEAAU,18256,16914147436429375575,customer,Merchandising,Alerts,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-10-01,00157000025jUbvAAE,12928,4345172667420605054,customer,Product management,Segments,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",4
2023-04-01,0012o00002zLycwAAC,31136,1009997458314616283,customer,Technical / IT / Security,Funnel,"[
  ""e_commerce""
]","[
  ""travel""
]",1
2023-01-01,001D000000vhmNjIAI,18704,11405237015681372675,customer,UI / UX Design,Homepage,"[
  ""e_commerce""
]","[
  ""fashion""
]",6
2023-09-01,00157000026BvjVAAS,40576,6472111461150393455,customer,,Settings,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-11-01,0015700001u7XmsAAE,3247,9358092756450095290,customer,Others,Homepage,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""entertainment""
]",3
2023-11-01,00157000026BvjVAAS,40576,7816759275557803048,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-04-01,0012o00002sYNE9AAO,17984,16000210357968875520,customer,Optimisation / Performance,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",2
2023-02-01,00157000028bYKmAAM,35568,12366704215367080632,customer,Analytics,Mappings,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""fashion""
]",2
2023-10-01,001D000000sWJ8GIAW,16528,14494886441555261778,customer,,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-10-01,001D000000qxlgbIAA,22176,4885779987497758142,customer,Product management,Settings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",1
2023-04-01,0012o00002zLycwAAC,31136,2727785368652697175,customer,Analytics,Homepage,"[
  ""e_commerce""
]","[
  ""travel""
]",5
2023-06-01,0015700001svWnvAAE,30128,14493608217682017352,customer,Analytics,Mappings,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",1
2023-05-01,00157000021SdS3AAK,5303,18052797503621560260,customer,Data science,Homepage,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",3
2023-01-01,0015700001u7XmsAAE,3247,12539565303036360433,customer,Acquisition,Mappings,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",3
2023-02-01,001D000000xmDJ0IAM,37280,689060825591733400,customer,Data science,Mappings,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",1
2023-02-01,00157000020YJnzAAG,5848,7486130003860397092,customer,Optimisation / Performance,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",15
2023-05-01,0015700001unVFDAA2,32144,14063593251507286567,customer,Technical / IT / Security,Zoning Analysis,"[
  ""e_commerce"",
  ""b2c""
]","[
  ""food_supplies""
]",1
2023-02-01,00157000027BFRhAAO,22032,6610998029648921428,customer,Product management,Session Replay,"[
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-09-01,0015700002G4DQhAAN,37712,3262085407420334863,customer,Technical / IT / Security,Homepage,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-05-01,0015700001u7XmsAAE,3247,3547740059479639620,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-02-01,001D0000010w8ETIAY,3454,11655119968475710657,customer,Analytics,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-08-01,0012o00002JLfcgAAD,40944,12683217157217684035,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",6
2023-03-01,001D000000viZaqIAE,972,5690799434845319057,customer,Analytics,Workspace,"[
  ""e_commerce"",
  ""pure_player"",
  ""b2b2c""
]","[
  ""marketplace""
]",5
2023-08-01,0012o00002grS3IAAU,3052,9793584481027421533,customer,Analytics,Zoning Analysis,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c""
]","[
  ""food_supplies""
]",4
2023-10-01,001D000000wwTXkIAM,53008,9394680383056104507,customer,Analytics,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-03-01,00157000020YJnzAAG,5848,4944398052518260211,customer,Analytics,Log Visualizer,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",10
2023-06-01,0015700001rxLCeAAM,5754,4412976607318903281,customer,Analytics,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-05-01,00157000020XsBpAAK,5029,7701895246059388863,customer,,Segments,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",3
2023-05-01,0015700001yNxwqAAC,2043,2390752672389229916,customer,Product management,Session Replay,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""lead_generation""
]","[
  ""vehicle""
]",2
2023-10-01,00157000024ZCqeAAG,56848,4261205650438950516,customer,,Segments,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-04-01,0015700002By5jRAAR,4754,13139028758107443853,customer,Technical / IT / Security,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",3
2023-01-01,0015700002By5jRAAR,4753,1743080246043236793,customer,Optimisation / Performance,Homepage,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-03-01,0017T00000DjrXGQAZ,33536,16468574946247249182,customer,Analytics,Workspace,,"[
  ""consumer_equipment""
]",1
2023-02-01,001D0000017K5AYIA0,18272,8309806666651890615,customer,Technical / IT / Security,Journey Analysis,,"[
  ""fashion""
]",1
2023-07-01,00157000020YJnBAAW,51632,8334742545126522255,customer,Analytics,Zoning Analysis,,"[
  ""vehicle""
]",7
2023-11-01,0012o00002sYNE9AAO,17984,16465088862356314067,customer,Analytics,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",3
2023-04-01,0017T0000054mjOQAQ,24976,9232323089551540809,customer,Product management,Zoning Analysis,"[
  ""affiliate""
]","[
  ""marketplace""
]",5
2023-07-01,00157000023oFnEAAU,18256,3106101606042863046,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-11-01,0012o00002izOxrAAE,46944,2774621918242364099,customer,,Impact Quantification,"[
  ""b2c""
]","[
  ""entertainment""
]",1
2023-06-01,00157000025jUbvAAE,12928,4561805880031546042,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-04-01,001D000000xmDJ0IAM,37248,15199283690872281945,customer,Analytics,Accounts,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",1
2023-05-01,00157000027d3HbAAI,27488,16549578614734468033,customer,Analytics,Accounts,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-04-01,00157000027gXr7AAE,46112,7626067560603750691,customer,Product management,Homepage,,"[
  ""entertainment""
]",6
2023-02-01,00157000021SG5FAAW,33136,17910215977567364081,customer,UI / UX Design,Goals & Key events,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-04-01,001D000000qxlgbIAA,22176,14583409123050276979,customer,Analytics,Funnel,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",1
2023-11-01,001570000268dJLAAY,61072,16096520490974474450,customer,,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""fashion""
]",1
2023-05-01,0015700002BjSttAAF,5230,3674799720794664778,customer,Product management,Mappings,"[
  ""e_commerce"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",2
2023-08-01,00157000020YJo5AAG,55680,10376576652578527490,customer,Product management,Journey Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""multi_domain""
]","[
  ""food_supplies""
]",3
2023-05-01,0015700002By6IxAAJ,44640,5228059741985173697,customer,Others,Mappings,,"[
  ""travel""
]",1
2023-05-01,0015700002By6IxAAJ,44656,13921740377418062653,customer,Technical / IT / Security,Journey Analysis,,"[
  ""travel""
]",3
2023-04-01,00157000021SG5FAAW,33136,5652338098223783420,customer,Merchandising,Homepage,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",2
2023-11-01,001D000001WUTfTIAX,1287,1338240231635013419,customer,Analytics,Workspace,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",5
2023-02-01,00157000021SdS3AAK,5303,11418944769403398053,customer,Data science,Log Visualizer,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",3
2023-09-01,0015700001wVJYBAA4,1644,9443419252676020015,customer,Product management,Journey Analysis,"[
  ""b2c"",
  ""affiliate"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""food_supplies""
]",1
2023-08-01,0015700002G4DQhAAN,37712,12238562101481961302,customer,Technical / IT / Security,Settings,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-12-01,001D000001WUTfTIAX,1031,6031231374023037110,customer,Others,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",1
2023-03-01,0015700001sawoVAAQ,12512,284246322000394853,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-03-01,0015700002E7ACoAAN,34448,45039237095688656,customer,Technical / IT / Security,Goals & Key events,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",3
2023-05-01,001D000001WUTfTIAX,1287,18320511771638004046,customer,Analytics,Journey Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",12
2023-11-01,0015700002BB718AAD,4942,1946910117700986731,customer,,Goals & Key events,"[
  ""e_commerce"",
  ""b2c""
]","[
  ""food_supplies""
]",4
2023-10-01,00157000020YJo5AAG,55680,13822996133706388774,customer,,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""multi_domain""
]","[
  ""food_supplies""
]",6
2023-06-01,001D000001UZQ8hIAH,3669,13400732065305256400,customer,Analytics,Segments,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",7
2023-12-01,0012o00003DL8DFAA1,55840,16460659484225457358,customer,,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""cosmetics""
]",1
2023-11-01,0012o00002JL7ziAAD,19184,12481589936444315133,customer,Product management,Zoning Analysis,"[
  ""b2c""
]","[
  ""travel""
]",2
2023-08-01,0015700002By5jRAAR,4753,15739029056534277128,customer,Analytics,Segments,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-01-01,00157000021SdS3AAK,5303,16167087672576434269,customer,Analytics,Journey Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",7
2023-07-01,0015700002G4DQhAAN,37712,9023707703672200557,customer,Analytics,Session Replay,"[
  ""b2c""
]","[
  ""finance_insurance""
]",4
2023-02-01,0012o00002sYNE9AAO,17984,16619270784341917014,customer,UI / UX Design,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-06-01,00157000025jUbvAAE,12928,8346731132733749563,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",11
2023-06-01,001D000000wpXSdIAM,5763,13859929008423736525,customer,Product management,Homepage,"[
  ""b2b"",
  ""multi_country"",
  ""multi_domain"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""personal_services""
]",1
2023-02-01,001D000000sWJ8GIAW,4609,3244385822651695241,customer,Product management,Impact Quantification,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-08-01,0012o00002izOxrAAE,46960,2184432670705053586,customer,Technical / IT / Security,Homepage,"[
  ""b2c""
]","[
  ""entertainment""
]",5
2023-05-01,001D000001j28lUIAQ,37312,8039978096972228352,customer,Technical / IT / Security,Settings,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",1
2023-05-01,0015700002H23k1AAB,5690,14787402678909827420,customer,Analytics,Session Replay,"[
  ""b2b2c"",
  ""e_commerce"",
  ""lead_generation""
]","[
  ""finance_insurance""
]",5
2023-08-01,001D000000qxlgbIAA,22176,9231626620871996627,customer,Optimisation / Performance,Workspace,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",2
2023-12-01,00157000020XsBpAAK,5051,10438738692010672299,customer,,Session Replay,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
